"w1","w2","w3","prediction","rank"
"am","trying","to","make",11
"am","very","excited","to",5
"am","very","pleased","with",5
"am","very","proud","of",11
"am","working","on","a",15
"amazing","and","i","am",5
"amazing","people","i","have",3
"american","red","cross","of",4
"among","the","first","to",4
"amount","of","time","to",6
"an","active","member","of",4
"an","ad","for","a",6
"an","afternoon","at","the",3
"an","alternative","to","the",7
"an","amazing","amount","of",5
"an","apartment","in","the",4
"an","app","for","that",14
"an","appropriate","amount","of",3
"an","article","about","the",4
"an","article","in","the",5
"an","autographed","copy","of",4
"an","awful","lot","of",12
"an","easy","thing","to",5
"an","easy","way","to",11
"an","email","from","the",4
"an","email","saying","that",4
"an","email","with","the",5
"an","emphasis","on","the",4
"an","end","it","is",3
"an","end","to","the",5
"an","example","of","a",13
"an","example","of","how",10
"an","expert","on","the",4
"an","eye","on","the",5
"an","eye","out","for",23
"an","hour","and","a",29
"an","hour","or","more",7
"an","hour","or","so",20
"an","hour","to","get",5
"an","hour","to","go",5
"an","idea","of","what",9
"an","important","part","of",15
"an","important","step","in",3
"an","inspiration","to","all",5
"an","integral","part","of",13
"an","island","in","the",3
"an","issue","for","me",3
"an","online","petition","to",4
"an","opportunity","to","be",5
"an","understanding","of","the",5
"and","a","bit","of",18
"and","a","bottle","of",4
"and","a","bunch","of",15
"and","a","chance","to",10
"and","a","couple","of",26
"and","a","cup","of",10
"and","a","dash","of",5
"and","a","desire","to",4
"and","a","few","other",13
"and","a","friend","of",3
"and","a","glass","of",6
"and","a","half","ago",11
"and","a","half","and",5
"and","a","half","hours",9
"and","a","half","of",8
"and","a","half","to",9
"and","a","half","weeks",7
"and","a","handful","of",12
"and","a","line","of",3
"and","a","little","less",3
"and","a","little","more",5
"and","a","lot","more",7
"and","a","lot","of",53
"and","a","pair","of",19
"and","a","piece","of",9
"and","a","place","for",4
"and","a","place","to",4
"and","a","tank","top",3
"and","a","trip","to",13
"and","a","variety","of",12
"and","a","way","to",4
"and","a","whole","lot",11
"and","all","of","the",30
"and","all","of","these",4
"and","all","of","us",3
"and","all","of","you",5
"and","all","that","stuff",6
"and","all","the","other",16
"and","all","the","people",5
"and","all","the","rest",6
"and","all","the","wonderful",3
"and","allowed","me","to",3
"and","although","it","is",5
"and","always","has","been",3
"and","are","able","to",6
"and","are","looking","for",4
"and","are","willing","to",6
"and","around","the","world",6
"and","as","a","person",3
"and","as","far","as",14
"and","as","much","as",9
"and","as","soon","as",14
"and","asked","for","a",3
"and","asked","them","to",5
"and","at","least","a",3
"and","at","least","one",14
"and","at","the","end",15
"and","at","the","same",22
"and","away","from","the",6
"and","back","of","the",3
"and","be","a","better",5
"and","be","able","to",19
"and","be","sure","to",15
"and","because","they","are",5
"and","being","able","to",11
"and","best","wishes","to",5
"and","buy","a","new",5
"and","by","the","time",16
"and","by","the","way",14
"and","can","be","used",3
"and","cant","wait","for",10
"and","check","out","the",18
"and","check","out","this",3
"and","click","on","the",4
"and","coming","up","with",5
"and","compared","to","the",3
"and","continue","to","do",3
"and","contribute","to","the",4
"and","could","not","be",13
"and","could","not","take",3
"and","did","not","get",12
"and","did","not","give",4
"and","did","not","have",18
"and","did","not","know",9
"and","did","not","need",4
"and","did","not","take",6
"and","did","not","want",18
"and","dinner","at","the",3
"and","do","it","again",5
"and","do","not","ask",3
"and","do","not","be",8
"and","do","not","forget",33
"and","do","not","get",4
"and","do","not","have",11
"and","do","not","know",13
"and","do","not","let",5
"and","do","not","really",5
"and","do","not","worry",6
"and","do","not","you",7
"and","do","the","best",4
"and","do","the","same",7
"and","do","what","i",8
"and","do","what","you",4
"and","does","not","have",8
"and","does","not","know",4
"and","does","not","want",10
"and","each","of","the",3
"and","eat","it","too",3
"and","even","if","i",5
"and","even","if","it",4
"and","even","if","you",5
"and","even","though","i",7
"and","even","though","it",4
"and","every","one","of",17
"and","every","time","i",8
"and","everything","but","i",3
"and","fell","in","love",7
"and","figure","out","how",4
"and","find","a","way",3
"and","find","out","what",4
"and","finished","with","a",5
"and","focus","on","the",7
"and","for","all","the",5
"and","for","sharing","your",3
"and","for","the","future",3
"and","gave","her","a",4
"and","gave","it","to",4
"and","get","a","great",3
"and","get","all","the",4
"and","get","on","with",8
"and","get","out","of",10
"and","get","ready","for",8
"and","get","rid","of",7
"and","get","to","know",5
"and","getting","ready","for",7
"and","getting","to","know",7
"and","give","it","a",14
"and","give","me","a",7
"and","give","them","a",9
"and","go","right","to",3
"and","go","to","the",10
"and","go","to","work",8
"and","going","to","the",7
"and","had","a","good",4
"and","had","a","great",12
"and","has","a","lot",4
"and","has","not","been",9
"and","have","a","good",11
"and","have","fun","with",5
"and","have","not","been",7
"and","have","some","fun",4
"and","he","did","a",4
"and","he","did","not",16
"and","he","does","not",12
"and","he","had","a",8
"and","he","had","to",4
"and","he","has","a",8
"and","he","has","to",5
"and","he","is","a",18
"and","he","is","been",10
"and","he","is","coming",4
"and","he","is","got",7
"and","he","is","in",4
"and","he","is","just",6
"and","he","is","not",9
"and","he","is","only",3
"and","he","is","still",8
"and","he","likes","to",3
"and","he","said","he",14
"and","he","said","i",5
"and","he","says","he",4
"and","he","wants","to",5
"and","he","was","a",5
"and","he","was","so",4
"and","headed","back","to",4
"and","her","husband","are",6
"and","here","we","are",8
"and","his","love","for",3
"and","hope","to","see",10
"and","hopefully","i","will",3
"and","how","do","you",4
"and","how","i","am",4
"and","how","it","can",4
"and","how","it","is",8
"and","how","much","time",3
"and","how","they","work",3
"and","how","to","get",5
"and","how","you","can",5
"and","i","always","have",4
"and","i","am","a",43
"and","i","am","about",7
"and","i","am","all",13
"and","i","am","excited",14
"and","i","am","getting",10
"and","i","am","glad",25
"and","i","am","going",39
"and","i","am","guessing",5
"and","i","am","happy",22
"and","i","am","hoping",8
"and","i","am","just",29
"and","i","am","kinda",3
"and","i","am","like",9
"and","i","am","looking",14
"and","i","am","not",94
"and","i","am","one",6
"and","i","am","out",7
"and","i","am","over",3
"and","i","am","pretty",18
"and","i","am","proud",12
"and","i","am","really",15
"and","i","am","so",63
"and","i","am","still",52
"and","i","am","sure",34
"and","i","am","the",13
"and","i","am","totally",8
"and","i","am","trying",9
"and","i","am","very",16
"and","i","are","both",6
"and","i","are","doing",4
"and","i","are","going",18
"and","i","are","in",8
"and","i","believe","that",3
"and","i","can","feel",5
"and","i","can","get",3
"and","i","can","see",4
"and","i","cant","believe",5
"and","i","cant","imagine",4
"and","i","cant","stand",3
"and","i","cant","tell",4
"and","i","cant","wait",39
"and","i","could","have",3
"and","i","could","not",50
"and","i","decided","that",4
"and","i","did","it",4
"and","i","did","not",72
"and","i","do","not",197
"and","i","feel","like",15
"and","i","felt","like",9
"and","i","get","a",6
"and","i","get","to",13
"and","i","go","to",5
"and","i","got","a",18
"and","i","got","on",3
"and","i","got","to",17
"and","i","had","a",34
"and","i","had","an",8
"and","i","had","not",3
"and","i","had","the",9
"and","i","had","to",44
"and","i","have","a",37
"and","i","have","an",5
"and","i","have","been",84
"and","i","have","discussed",3
"and","i","have","got",9
"and","i","have","had",14
"and","i","have","just",6
"and","i","have","never",15
"and","i","have","no",26
"and","i","have","not",34
"and","i","have","only",9
"and","i","have","seen",10
"and","i","have","the",5
"and","i","have","to",71
"and","i","have","two",5
"and","i","heard","it",3
"and","i","hope","i",8
"and","i","hope","it",4
"and","i","hope","that",7
"and","i","hope","to",11
"and","i","hope","you",26
"and","i","just","cant",6
"and","i","just","want",8
"and","i","kept","getting",3
"and","i","knew","i",6
"and","i","knew","it",5
"and","i","know","how",3
"and","i","know","i",17
"and","i","know","it",17
"and","i","know","that",26
"and","i","know","the",3
"and","i","know","what",8
"and","i","know","you",13
"and","i","like","that",6
"and","i","like","the",4
"and","i","like","to",9
"and","i","look","forward",12
"and","i","love","him",5
"and","i","love","it",50
"and","i","love","the",17
"and","i","love","to",9
"and","i","loved","it",9
"and","i","made","it",5
"and","i","mean","that",4
"and","i","need","to",30
"and","i","really","wanted",6
"and","i","said","i",5
"and","i","think","he",10
"and","i","think","i",32
"and","i","think","it",26
"and","i","think","that",36
"and","i","think","the",17
"and","i","think","they",7
"and","i","think","we",17
"and","i","think","you",9
"and","i","thought","i",11
"and","i","thought","that",6
"and","i","thought","the",6
"and","i","told","him",7
"and","i","took","the",3
"and","i","try","to",5
"and","i","used","to",8
"and","i","want","to",61
"and","i","wanted","to",34
"and","i","was","going",10
"and","i","was","in",9
"and","i","was","just",10
"and","i","was","like",16
"and","i","was","not",17
"and","i","was","on",6
"and","i","was","so",13
"and","i","was","very",7
"and","i","went","to",14
"and","i","will","admit",4
"and","i","will","always",11
"and","i","will","be",79
"and","i","will","do",14
"and","i","will","get",16
"and","i","will","go",6
"and","i","will","have",16
"and","i","will","never",8
"and","i","will","not",20
"and","i","will","probably",4
"and","i","will","say",8
"and","i","will","try",9
"and","i","would","be",15
"and","i","would","do",4
"and","i","would","have",14
"and","i","would","like",13
"and","i","would","love",19
"and","i","would","not",22
"and","if","i","do",8
"and","if","it","does",5
"and","if","it","is",12
"and","if","she","does",4
"and","if","that","is",5
"and","if","they","are",7
"and","if","this","is",5
"and","if","we","are",4
"and","if","you","are",30
"and","if","you","do",18
"and","if","you","know",3
"and","if","you","need",5
"and","if","you","want",8
"and","in","accordance","with",3
"and","in","many","cases",7
"and","in","my","mind",3
"and","in","need","of",5
"and","in","order","to",4
"and","in","some","cases",26
"and","in","the","end",13
"and","is","easy","to",3
"and","is","expected","to",14
"and","is","going","to",13
"and","is","having","a",3
"and","is","in","the",3
"and","is","looking","forward",4
"and","is","made","up",4
"and","is","not","a",5
"and","is","on","the",8
"and","is","one","of",13
"and","is","open","to",4
"and","it","can","be",10
"and","it","did","not",15
"and","it","does","not",36
"and","it","feels","good",4
"and","it","feels","like",9
"and","it","felt","like",4
"and","it","had","the",3
"and","it","had","to",5
"and","it","has","a",8
"and","it","has","been",12
"and","it","has","made",3
"and","it","is","a",72
"and","it","is","about",9
"and","it","is","all",23
"and","it","is","almost",6
"and","it","is","also",9
"and","it","is","always",6
"and","it","is","amazing",9
"and","it","is","an",6
"and","it","is","awesome",7
"and","it","is","been",15
"and","it","is","definitely",4
"and","it","is","delicious",4
"and","it","is","easy",5
"and","it","is","for",4
"and","it","is","getting",5
"and","it","is","going",17
"and","it","is","good",8
"and","it","is","got",3
"and","it","is","great",5
"and","it","is","hard",12
"and","it","is","in",3
"and","it","is","just",18
"and","it","is","like",9
"and","it","is","my",8
"and","it","is","nice",5
"and","it","is","not",88
"and","it","is","now",6
"and","it","is","on",5
"and","it","is","only",21
"and","it","is","our",5
"and","it","is","really",12
"and","it","is","still",12
"and","it","is","the",30
"and","it","is","time",9
"and","it","is","too",4
"and","it","is","true",4
"and","it","is","usually",3
"and","it","is","very",7
"and","it","looks","like",16
"and","it","made","me",9
"and","it","made","my",3
"and","it","makes","me",8
"and","it","may","be",5
"and","it","seems","like",5
"and","it","seems","to",6
"and","it","took","me",10
"and","it","turned","out",15
"and","it","turns","out",8
"and","it","was","a",35
"and","it","was","an",6
"and","it","was","good",6
"and","it","was","great",4
"and","it","was","in",5
"and","it","was","like",6
"and","it","was","not",29
"and","it","was","the",14
"and","it","will","be",24
"and","it","will","not",13
"and","it","will","probably",3
"and","it","would","be",23
"and","its","role","in",3
"and","know","it","is",3
"and","last","but","not",10
"and","last","day","of",4
"and","learn","how","to",4
