"w1","w2","rank"
"also","finds",3
"also","first",36
"also","fish",3
"also","follow",22
"also","forget",9
"also","found",98
"also","free",15
"also","friday",6
"also","friend",6
"also","full",11
"also","funny",9
"also","future",3
"also","gave",29
"also","get",80
"also","gets",18
"also","getting",21
"also","give",17
"also","gives",22
"also","giving",10
"also","glad",9
"also","go",43
"also","going",43
"also","gone",8
"also","good",72
"also","got",85
"also","grateful",6
"also","great",56
"also","guy",7
"also","happened",6
"also","happens",14
"also","happy",25
"also","hard",9
"also","hate",7
"also","hear",9
"also","heard",10
"also","held",19
"also","help",43
"also","helped",30
"also","helping",12
"also","helps",20
"also","highly",6
"also","hit",16
"also","hold",9
"also","holds",10
"also","home",15
"also","honored",7
"also","hope",20
"also","hoping",6
"also","hot",6
"also","important",32
"also","improve",3
"also","include",39
"also","includes",66
"also","increase",8
"also","increases",5
"also","interested",7
"also","interesting",7
"also","issue",8
"also","join",6
"also","just",42
"also","keep",18
"also","keeps",11
"also","kicked",8
"also","kids",3
"also","kind",11
"also","knew",15
"also","know",62
"also","known",95
"also","knows",21
"also","la",3
"also","last",10
"also","lead",12
"also","learn",8
"also","learned",18
"also","least",3
"also","leave",6
"also","left",18
"also","let",10
"also","lets",5
"also","like",89
"also","liked",15
"also","list",9
"also","listen",4
"also","listening",5
"also","little",17
"also","long",6
"also","look",24
"also","looked",9
"also","looking",40
"also","looks",8
"also","lost",16
"also","lot",18
"also","lots",8
"also","love",76
"also","loved",18
"also","loves",8
"also","loving",3
"also","made",94
"also","make",52
"also","makes",53
"also","making",19
"also","many",17
"also","may",35
"also","mean",13
"also","means",39
"also","mentioned",6
"also","mentions",5
"also","met",14
"also","might",18
"also","million",5
"also","missing",6
"also","moving",6
"also","much",16
"also","must",23
"also","named",23
"also","national",6
"also","need",69
"also","needed",12
"also","needs",12
"also","never",18
"also","new",34
"also","next",4
"also","nice",18
"also","normal",4
"also","notable",4
"also","note",13
"also","noted",46
"also","nothing",4
"also","notice",6
"also","now",22
"also","offer",21
"also","offered",23
"also","offering",5
"also","often",6
"also","one",66
"also","open",14
"also","opening",3
"also","ordered",15
"also","owns",27
"also","parents",4
"also","part",24
"also","participate",5
"also","pay",10
"also","people",18
"also","perfect",3
"also","person",4
"also","pick",5
"also","picked",18
"also","picking",3
"also","plan",14
"also","planning",10
"also","play",15
"also","playing",8
"also","police",3
"also","posted",9
"also","potential",4
"also","president",6
"also","pretty",16
"also","probably",11
"also","problematic",4
"also","produce",5
"also","provide",16
"also","put",28
"also","putting",5
"also","quite",12
"also","ran",9
"also","read",15
"also","realize",6
"also","really",42
"also","reason",8
"also","receive",12
"also","recently",11
"also","recognize",3
"also","recognized",5
"also","recommend",11
"also","recorded",7
"also","red",3
"also","remember",8
"also","reminded",7
"also","replaced",6
"also","required",14
"also","right",10
"also","run",13
"also","said",256
"also","save",6
"also","saw",32
"also","say",28
"also","saying",4
"also","says",34
"also","school",4
"also","scored",25
"also","season",3
"also","see",54
"also","seeking",7
"also","seem",9
"also","seems",21
"also","seen",23
"also","selling",6
"also","sells",7
"also","send",10
"also","sense",6
"also","sent",25
"also","seriously",4
"also","serve",10
"also","sets",5
"also","shaped",3
"also","share",10
"also","shared",5
"also","shot",8
"also","show",11
"also","showed",35
"also","shows",24
"also","sick",5
"also","signed",12
"also","signing",4
"also","similar",5
"also","since",8
"also","slightly",5
"also","smaller",5
"also","something",13
"also","speak",4
"also","special",4
"also","specific",3
"also","spend",3
"also","sports",4
"also","stands",7
"also","start",7
"also","started",24
"also","still",17
"also","stock",3
"also","stop",9
"also","strong",9
"also","study",3
"also","sunday",3
"also","support",11
"also","supportive",4
"also","sure",8
"also","surprising",3
"also","sweet",4
"also","take",28
"also","taken",18
"also","takes",13
"also","taking",12
"also","talk",11
"also","talked",20
"also","talking",5
"also","tell",9
"also","telling",3
"also","tend",10
"also","terrific",3
"also","th",3
"also","thank",12
"also","thankful",7
"also","thin",4
"also","thing",5
"also","think",58
"also","thinks",6
"also","third",5
"also","thought",21
"also","thrilled",5
"also","time",22
"also","tired",3
"also","today",9
"also","told",52
"also","totally",6
"also","true",19
"also","try",12
"also","trying",27
"also","turn",8
"also","turns",3
"also","understand",13
"also","updated",3
"also","use",50
"also","used",98
"also","uses",12
"also","using",12
"also","usually",6
"also","visit",4
"also","vote",4
"also","waiting",6
"also","walk",4
"also","want",77
"also","wanted",35
"also","wants",33
"also","watch",9
"also","watching",8
"also","way",8
"also","week",5
"also","well",12
"also","went",41
"also","will",158
"also","willing",9
"also","wish",8
"also","won",28
"also","wonder",8
"also","work",33
"also","worked",31
"also","working",35
"also","works",21
"also","worth",6
"also","write",7
"also","writing",5
"also","written",5
"also","wrote",17
"alter","ego",19
"alternate","forms",3
"alternate","universe",7
"alternative","education",3
"alternative","energy",29
"alternative","medicine",6
"alternative","music",8
"alternative","rock",5
"alternative","school",5
"alternative","way",5
"alternative","will",3
"although","also",9
"although","can",11
"although","cant",11
"although","fair",5
"although","got",3
"although","hard",3
"although","just",6
"although","know",10
"although","law",5
"although","like",8
"although","likely",4
"although","little",5
"although","look",4
"although","many",13
"although","may",19
"although","might",13
"although","much",5
"although","never",6
"although","now",6
"although","nowhere",3
"although","one",15
"although","quite",10
"although","really",12
"although","since",3
"although","still",26
"although","sure",11
"although","technically",5
"although","think",15
"although","will",23
"alton","brown",7
"aluminum","foil",24
"alumni","association",8
"alvin","chipmunks",8
"always","able",14
"always","add",7
"always","always",38
"always","amazing",9
"always","another",10
"always","answer",6
"always","appreciated",9
"always","around",11
"always","ask",21
"always","asked",8
"always","asks",5
"always","assume",8
"always","available",9
"always","back",24
"always","bad",11
"always","believe",6
"always","believed",14
"always","best",42
"always","better",35
"always","big",9
"always","biggest",3
"always","bit",12
"always","blame",5
"always","bring",20
"always","brings",5
"always","brought",4
"always","busy",9
"always","call",9
"always","can",9
"always","case",14
"always","celebrate",5
"always","certain",6
"always","challenge",4
"always","chance",6
"always","changing",7
"always","check",10
"always","comes",20
"always","comfortable",6
"always","coming",5
"always","control",6
"always","cool",8
"always","count",15
"always","creative",4
"always","crowded",4
"always","dangerous",3
"always","depend",3
"always","difficult",7
"always","done",19
"always","drawn",6
"always","dream",6
"always","dreamed",11
"always","easy",29
"always","encouraged",5
"always","encouraging",3
"always","enjoy",23
"always","enjoyed",12
"always","enough",6
"always","everything",7
"always","fan",6
"always","feel",46
"always","felt",33
"always","final",4
"always","find",50
"always","finds",6
"always","first",16
"always","focused",4
"always","found",11
"always","fresh",6
"always","full",6
"always","fun",49
"always","gave",4
"always","get",98
"always","gets",28
"always","getting",11
"always","give",37
"always","gives",13
"always","go",36
"always","goes",9
"always","going",43
"always","good",160
"always","got",32
"always","great",71
"always","half",3
"always","happen",13
"always","happy",51
"always","hard",20
"always","hear",7
"always","helpful",5
"always","helping",3
"always","hit",6
"always","hold",10
"always","home",6
"always","hope",10
"always","house",4
"always","important",6
"always","impossible",3
"always","impressed",10
"always","interested",12
"always","interesting",17
"always","just",28
"always","keep",35
"always","kept",6
"always","kind",8
"always","knew",26
"always","know",30
"always","known",8
"always","last",9
"always","laugh",8
"always","lead",4
"always","learning",7
"always","least",11
"always","left",5
"always","like",33
"always","liked",23
"always","listen",11
"always","little",15
"always","lived",7
"always","long",6
"always","look",45
"always","looked",9
"always","looking",81
"always","lookout",10
"always","lot",7
"always","love",100
"always","loved",61
"always","made",16
"always","make",66
"always","makes",55
"always","manages",5
"always","mean",16
"always","mind",13
"always","motion",3
"always","much",11
"always","need",34
"always","needs",4
"always","nervous",6
"always","nice",41
"always","one",60
"always","ones",3
"always","open",20
"always","pack",4
"always","packed",7
"always","painful",3
"always","part",21
"always","pay",4
"always","people",10
"always","perfect",6
"always","pick",8
"always","picked",3
"always","play",14
"always","playing",11
"always","please",4
"always","popular",5
"always","possible",8
"always","prepared",8
"always","present",7
"always","pretty",10
"always","proud",6
"always","put",18
"always","putting",5
"always","ready",21
"always","really",15
"always","reason",7
"always","remains",3
"always","remember",49
"always","remembered",12
"always","reminds",14
"always","rewarding",3
"always","rich",3
"always","right",36
"always","room",16
"always","said",42
"always","say",67
"always","saying",5
"always","says",11
"always","see",29
"always","seeking",3
"always","seem",30
"always","seemed",12
"always","seems",39
"always","short",5
"always","show",7
"always","side",3
"always","sit",6
"always","smile",18
"always","soft",6
"always","someone",19
"always","something",51
"always","somewhere",4
"always","special",9
"always","start",13
"always","stay",15
"always","stop",7
"always","strange",4
"always","successful",6
"always","summer",4
"always","supportive",3
"always","sure",7
"always","surprised",10
"always","sweet",4
"always","take",34
"always","takes",10
"always","talk",15
"always","talks",7
"always","taught",7
"always","tell",44
"always","tells",5
"always","think",51
"always","thinking",10
"always","thought",68
"always","throw",3
"always","time",17
"always","told",20
"always","took",10
"always","top",9
"always","tough",9
"always","treat",5
"always","tried",10
"always","trouble",4
"always","true",7
"always","try",44
"always","trying",20
"always","two",8
"always","us",7
"always","use",26
"always","used",11
"always","vote",3
"always","wait",6
"always","want",33
"always","wanted",145
"always","wants",6
"always","watching",6
"always","way",22
"always","wearing",4
"always","welcome",24
"always","well",6
"always","will",79
"always","willing",8
"always","win",20
"always","wins",8
"always","wish",5
"always","wonder",21
"always","wondered",14
"always","wonderful",8
"always","wore",7
"always","work",18
"always","worked",9
"always","works",14
"always","worry",7
"always","worth",9
"always","written",4
"amanda","will",4
"amazed","big",4
"amazing","always",10
"amazing","amazing",9
"amazing","amount",4
"amazing","beautiful",17
"amazing","can",24
"amazing","definitely",4
"amazing","even",9
"amazing","experience",24
"amazing","feeling",14
"amazing","go",8
"amazing","grace",8
"amazing","group",7
"amazing","guy",7
"amazing","job",30
"amazing","just",18
"amazing","light",3
"amazing","love",57
"amazing","man",15
"amazing","many",29
"amazing","never",5
"amazing","opportunity",11
"amazing","people",42
"amazing","person",16
"amazing","piece",6
"amazing","quickly",5
"amazing","race",15
"amazing","see",17
"amazing","show",26
"amazing","song",14
"amazing","spiderman",14
"amazing","stuff",10
"amazing","talent",13
"amazing","team",7
"amazing","thing",16
"amazing","things",44
"amazing","think",9
"amazing","thought",3
"amazing","time",38
"amazing","views",3
"amazing","watch",4
"amazing","will",15
"amazing","women",3
"amber","ale",21
"ambitious","program",3
"amendment","rights",22
"america","american",5
"america","beautiful",7
"america","can",9
"america","europe",9
"america","first",10
"america","getting",3
"america","global",4
"america","going",4
"america","great",11
"america","just",9
"america","know",4
"america","land",5
"america","like",6
"america","little",3
"america","long",5
"america","making",5
"america","many",5
"america","must",4
"america","now",7
"america","one",9
"america","people",8
"america","president",6
"america","really",5
"america","right",4
"america","s",4
"america","see",6
"america","still",4
"america","think",5
"america","times",3
