"w1","rank"
"attendance",222
"attendant",55
"attendants",39
"attended",479
"attendee",18
"attendees",137
"attending",459
"attends",48
"attention",1482
"attentions",7
"attentive",33
"attest",24
"attesting",3
"attic",72
"atticus",12
"attire",56
"attired",8
"attitude",448
"attitudes",85
"attorney",1157
"attorneys",419
"attract",213
"attracted",146
"attracting",68
"attraction",113
"attractions",77
"attractive",247
"attractively",3
"attracts",52
"attribute",41
"attributed",77
"attributes",57
"attributing",4
"attrition",26
"atty",27
"atwater",3
"atwitter",5
"atwood",13
"aubrey",28
"auburn",87
"auckland",6
"auction",255
"auctioning",6
"auctions",37
"audacious",13
"audacity",21
"audi",30
"audible",22
"audibly",6
"audience",733
"audiences",143
"audio",243
"audiobook",11
"audiovisual",9
"audit",140
"audited",11
"audition",222
"auditioning",31
"auditions",125
"auditor",63
"auditorium",109
"auditory",16
"audits",32
"audrey",49
"audubon",23
"aug",381
"augie",20
"augment",18
"augmentation",6
"augmented",20
"august",776
"augusta",56
"augustine",26
"augustus",13
"auld",14
"aunt",234
"auntie",40
"aunties",7
"aunts",54
"aura",28
"aural",9
"auricular",3
"aurora",59
"aus",19
"aussie",36
"austen",37
"austens",4
"austere",11
"austerity",85
"austin",1066
"austins",68
"australia",292
"australian",187
"australians",13
"australias",28
"austria",48
"austrian",23
"authentic",132
"authentically",6
"authentication",5
"authenticity",47
"author",883
"authored",17
"authoritative",10
"authorities",793
"authority",619
"authorization",37
"authorize",28
"authorized",116
"authorizing",16
"authors",381
"autism",252
"autistic",56
"auto",445
"autobiography",25
"autograph",69
"autographed",31
"autographs",44
"autoimmune",7
"automakers",78
"automated",58
"automatic",161
"automatically",206
"automation",20
"automaton",6
"automobile",49
"automobiles",20
"automotive",89
"autonomy",31
"autopilot",11
"autopsy",63
"autos",15
"autotune",8
"autry",4
"autumn",126
"autumnal",10
"autumns",4
"aux",8
"auxiliary",16
"ava",50
"avail",72
"availability",98
"available",2170
"avalanche",40
"avalon",39
"avant",12
"avantgarde",12
"avatar",111
"avatars",11
"ave",619
"aveda",4
"avenge",15
"avenger",17
"avengers",371
"aventura",4
"avenue",900
"avenues",70
"average",1331
"averaged",157
"averages",46
"averaging",140
"aversion",18
"avert",22
"averted",29
"avery",73
"averys",9
"avg",37
"avi",105
"avia",3
"aviation",100
"aviator",8
"aviators",5
"avid",87
"avidly",6
"avis",19
"aviv",15
"avnet",7
"avocado",90
"avocados",26
"avoid",818
"avoidable",5
"avoidance",10
"avoided",114
"avoiding",127
"avoids",31
"avon",99
"await",59
"awaited",30
"awaiting",156
"awaits",63
"awake",388
"awaken",21
"awakened",33
"awakening",56
"awakens",12
"award",911
"awarded",231
"awarding",27
"awards",640
"awardwinning",74
"aware",515
"awareness",330
"awash",12
"away",5644
"awd",4
"awe",198
"awed",9
"aweinspiring",12
"awesome",4410
"awesomeness",97
"awestruck",5
"awful",369
"awfully",49
"awhile",331
"awkward",571
"awkwardly",28
"awkwardness",23
"awoke",38
"awoken",6
"awol",16
"awry",22
"aww",400
"awww",217
"axe",42
"axel",9
"axelrod",15
"axes",12
"axiom",7
"axis",17
"ayala",9
"ayatollah",3
"ayden",3
"aye",165
"ayers",19
"ayn",10
"ayou",3
"ayp",8
"ayres",4
"aza",10
"azad",3
"azalea",9
"azaleas",9
"azerbaijan",5
"aziz",14
"aztec",11
"aztecs",38
"azure",11
"azz",37
"baba",22
"babcock",29
"babe",300
"babes",55
"babies",516
"baboon",3
"baby",2957
"babyit",3
"babylon",20
"babys",96
"babysit",25
"babysitter",28
"babysitters",5
"babysitting",48
"bac",28
"bacardi",12
"bach",45
"bachelor",93
"bachelorette",57
"bachelors",84
"bachmann",58
"back",18343
"backandforth",25
"backbiting",4
"backboard",7
"backbone",32
"backcountry",11
"backcourt",15
"backdoor",18
"backdrop",87
"backdrops",4
"backed",226
"backer",14
"backers",57
"backfired",12
"background",633
"backgrounds",83
"backing",176
"backlash",49
"backlog",25
"backoffice",6
"backpack",64
"backpackers",6
"backpacking",13
"backpacks",16
"backroads",3
"backroom",11
"backs",192
"backseat",34
"backside",13
"backstabbing",5
"backstage",78
"backstory",17
"backtoback",86
"backtoschool",14
"backtrack",4
"backup",249
"backups",16
"backward",66
"backwards",119
"backyard",211
"backyards",13
"bacon",493
"bacteria",77
"bacterial",26
"bad",5208
"bada",8
"badass",105
"bade",4
"bader",15
"badge",137
"badger",69
"badgering",5
"badges",50
"badly",290
"badminton",14
"bae",25
"baez",14
"baeza",5
"baffled",32
"baffling",19
"bafta",5
"bag",1062
"bagdad",10
"bagel",60
"bagels",35
"baggage",77
"bagged",18
"bagger",8
"bagging",13
"baggins",5
"baggy",10
"baghdad",38
"bagpipe",8
"bagpipes",10
"bags",562
"baguette",33
"bah",29
"bahama",8
"bahamas",34
"bahn",6
"bahrain",17
"bail",250
"bailed",31
"bailey",112
"baileys",21
"bailing",11
"bailout",123
"bailouts",36
"bails",4
"bain",49
"bainbridge",14
"baines",7
"baird",23
"bait",67
"baited",9
"baja",33
"bake",456
"baked",276
"bakehouse",5
"baker",186
"bakeries",12
"bakers",64
"bakersfield",11
"bakery",159
"bakerys",3
"bakes",12
"baking",585
"baklava",13
"baku",6
"bal",9
"balance",652
"balanced",221
"balances",36
"balanchine",4
"balancing",65
"balboa",41
"balconies",15
"balcony",93
"bald",91
"balding",7
"baldwin",83
"bale",23
"bales",42
"balfour",41
"bali",21
"balk",24
"ball",1763
"ballad",36
"ballads",13
"ballard",40
"balled",13
"ballerina",19
"ballers",6
"ballet",142
"ballgame",26
"ballgames",9
"ballistic",18
"ballistics",3
"balloon",106
"ballooned",9
"ballooning",16
"balloons",65
"ballot",362
"balloting",13
"ballots",95
"ballpark",116
"ballplayer",11
"ballplayers",7
"ballroom",105
"balls",459
"ballys",6
"balm",34
"balms",7
"balmy",22
"baloney",10
"balsamic",50
"balthazar",6
"baltimore",836
"baltimores",39
"bam",65
"bama",27
"bambi",11
"bambino",10
"bamboo",59
"ban",315
"banana",264
"bananas",96
"band",1716
"bandage",15
"bandages",12
"bandaid",15
"bandaids",9
"bandana",12
"bandanas",4
"bandannas",4
"banded",11
"bandit",17
"bandits",15
"bandmates",10
"bands",522
"bandstand",22
"bandwagon",55
"bandwidth",24
"bane",11
"bang",217
"banged",28
"bangers",12
"banging",72
"bangkok",31
"bangladesh",18
"bangladeshi",6
"bangor",7
"bangs",48
"banh",8
"banish",7
"banished",16
"banjo",37
"bank",1297
"banker",66
"bankers",87
"banking",159
"bankroll",12
"bankrupt",64
"bankruptcy",336
"banks",687
"banksters",3
"banksy",5
"banned",151
"banner",160
"banners",64
"banning",61
"banquet",64
"bans",69
"banter",27
"banton",4
"baptism",23
"baptisms",3
"baptist",103
"baptists",4
"baptize",6
"baptized",21
"bar",1833
"barack",368
"barajas",17
"barak",7
"barb",22
"barbara",212
"barbaras",5
"barbaric",11
"barbecue",104
"barbecues",12
"barbell",9
"barbeque",11
"barber",73
"barbera",6
"barbers",11
"barbie",77
"barbies",21
"barbosa",6
"barbour",11
"barcelona",97
"barclay",9
"barclays",23
"bard",32
"bardot",4
"bards",8
"bare",177
"barebones",14
"bared",5
"barefoot",62
"barely",481
"barf",16
"bargain",127
"bargaining",135
"bargains",45
"barge",42
"barges",9
"baring",6
"barista",19
"baristas",5
"bark",104
"barked",13
"barker",33
"barking",59
"barkley",54
"barks",20
"barley",69
"barlow",12
"barn",129
"barnabas",15
"barnaby",3
"barnard",14
"barnes",175
"barnett",36
"barney",48
"barnhart",10
"barns",15
"barnyard",6
"baron",71
"baroness",7
"barons",10
"baroque",23
"barr",24
"barrack",6
"barracks",24
"barracuda",3
"barrage",18
"barre",17
"barred",53
"barrel",176
"barreling",4
"barrels",92
"barren",22
"barrera",7
"barrett",88
"barretts",9
"barricade",7
"barricades",8
"barrie",10
"barrier",93
"barriers",85
"barring",37
"barrington",11
"barrio",9
"barrister",3
"barron",30
"barrons",6
"barrow",7
"barry",203
"barrymore",10
"bars",455
"barstool",4
"bart",81
"bartender",111
"bartenders",48
"bartending",17
"barter",9
"bartering",3
"bartleby",5
"bartlett",29
"barton",46
"bartons",8
"bartz",8
"basalt",10
"base",1040
"baseball",1123
"baseballs",49
"based",1728
"baseless",14
"baseline",46
"baseman",144
"basement",240
"basements",18
"bases",229
"bash",109
"bashed",16
"bashes",4
"bashful",10
"bashing",45
"basic",555
"basically",574
"basics",129
"basie",9
"basil",145
"basilica",13
"basin",55
"basing",12
"basis",387
"bask",24
"basket",283
"basketball",1082
"basketballs",7
"baskets",98
"basking",28
"basmati",11
"basque",13
"basques",3
"bass",323
"basset",4
"bassett",11
"bassist",40
"bassists",6
"bassline",6
"bassoon",4
"bastard",56
"baste",8
"bastille",10
"basting",11
"bastrop",5
"bat",259
"batch",195
"batches",50
"bateman",18
"bates",48
"bateson",5
"bath",336
"bathe",17
"bathed",31
"bathing",67
"bathroom",444
"bathrooms",78
"baths",51
"bathtub",42
"bathtubs",8
"batman",107
"batmans",7
"baton",46
"bats",117
"batsman",5
"batt",5
"batted",37
"batten",15
"batter",195
"battered",66
"batteries",88
"batters",82
"battery",270
"batting",182
"battle",793
"battled",64
"battlefield",35
"battlefields",7
"battleground",33
"battles",120
"battleship",38
"battleships",3
"battlestar",11
"battling",125
"batty",10
"baubles",8
"bauer",46
"baum",19
"baumann",3
"bautista",14
"bavarian",11
"bawling",6
"baxter",36
"bay",1078
"bayer",18
"bayern",21
"bayers",5
"bayless",35
"baylor",118
"bayou",12
"bayshore",10
"baywatch",6
"bazaar",20
"bbc",114
"bbcs",7
"bbq",281
"bbs",16
"bcg",5
"bcm",3
"bcs",105
"bea",30
"beach",1452
"beacham",3
"beachbody",6
"beaches",124
"beachfront",19
"beachside",9
"beachy",11
"beacon",54
"beacons",4
"bead",78
"beaded",14
"beading",14
"beadle",5
"beads",127
"beady",8
"beagle",14
"beak",18
"beam",53
"beaming",15
"beams",36
"bean",203
"beanie",21
"beans",428
"bear",617
"bearable",22
"bearcats",31
"beard",187
"bearded",33
"beards",21
"bearer",9
"bearing",88
"bearings",19
"bears",511
"beast",274
"beastie",82
"beasties",21
"beastly",4
"beasts",32
"beat",1697
"beaten",201
"beater",13
"beating",344
"beatings",25
"beatle",7
"beatles",119
"beatrice",17
"beats",380
"beattie",6
"beatty",16
"beau",32
"beauregard",3
"beaut",6
"beautician",4
"beauties",33
"beautification",9
"beautiful",3408
"beautifully",181
"beautify",8
"beauty",784
"beav",4
"beaver",57
"beavers",111
"beavis",11
"bebe",15
"bec",11
"became",1508
"becasue",7
"becca",26
"beck",71
"becker",41
"beckett",30
"becketts",5
"beckham",45
"beckinsale",5
"beckons",10
"beckwith",6
"becky",64
"beckys",12
"become",2861
"becomes",628
"becoming",712
"bed",2238
"bedard",10
"bedazzled",10
"bedbugs",18
"bedding",45
"bedford",45
"bedraggled",4
"bedridden",6
"bedrock",16
"bedroom",347
"bedrooms",68
"beds",158
"bedside",30
"bedtime",86
"bee",225
"beech",8
"beecher",22
"beef",523
"beefs",5
"beefy",17
"beehive",9
"beekeeper",5
"beekeeping",6
"beeler",3
"beemer",5
"beep",41
"beeping",15
"beeps",7
"beer",2567
"beers",586
"bees",136
"beet",38
"beethoven",32
"beethovens",16
"beetle",25
"beetles",8
"beets",59
"befall",3
"beforehand",46
"befriended",19
"befuddled",10
"beg",81
"began",1645
"beget",3
"beggars",8
"begged",38
"begging",97
"begin",1382
"beginner",45
"beginners",41
"beginning",1192
"beginnings",54
"begins",674
"begrudge",8
"begs",27
"beguiling",10
"begun",266
"behalf",251
"behar",6
"behave",72
"behaved",34
"behaves",8
"behaving",31
"behavior",463
"behavioral",56
"behaviors",98
"behead",6
"behemoth",13
"behest",17
"behind",2607
"behinds",5
"behindthescenes",35
"behold",77
"beholden",13
"beholder",11
"beige",28
"beignets",16
"beijing",152
"beings",145
"beirut",20
"beit",6
"bejesus",4
"bejeweled",9
"bekah",3
"bel",30
"bela",8
"belair",8
"belated",73
"belch",6
"belcher",14
"belfast",25
"belgian",87
"belgium",93
"belgrade",10
"belief",266
"beliefs",163
"belies",8
"believable",40
"believe",3717
"believed",466
"believer",75
"believers",40
"believes",522
"believing",149
"belinda",12
"belittle",7
"belittling",5
"belize",8
"bell",467
"bella",130
"bellagio",11
"belle",54
"belles",7
"bellevue",25
"bellflower",5
"bellies",31
"belligerent",9
"bellingham",17
"bello",5
"bellow",10
"bellows",6
"bells",147
"belly",243
"bellybutton",6
"bellydance",6
"belmont",40
"belong",190
"belonged",64
"belonging",57
"belongings",35
"belongs",130
"beloved",239
"belt",311
"belted",16
"belting",10
"beltre",11
"belts",49
"beltway",17
"beluga",4
"belvedere",12
"bemoaned",8
"bemused",10
"ben",534
"benadryl",16
"bench",431
"benches",49
"benchmark",68
"benchmarks",24
"bend",197
"bender",24
"bending",27
"bends",18
"bendy",5
"beneath",178
"benedict",65
"benedictine",7
"benefactor",11
"benefactors",4
"beneficial",76
"beneficiary",22
"benefit",827
"benefited",56
"benefiting",40
"benefits",996
"benefitted",6
"benefitting",8
"benelux",6
"benevolence",5
"benevolent",19
"bengal",5
"bengali",6
"bengals",74
"benicio",4
"benign",34
"benita",4
"benito",5
"benjamin",168
"benjamins",4
"benji",5
"bennet",11
"bennett",139
"bennetts",8
"bennie",7
"benny",28
"benoit",8
"bens",25
"benson",70
"bent",100
"bentley",41
"bento",14
"benton",38
"berating",9
"bereavement",7
"beret",8
"berg",20
"bergen",68
"berger",35
"bergman",18
"berk",6
"berkeley",138
"berkley",12
"berkman",64
"berks",3
"berkshire",32
"berle",6
"berlin",117
"berliner",11
"berman",34
"bermuda",26
"bern",11
"bernadette",20
"bernanke",67
"bernard",93
"bernardin",4
"bernardino",14
"bernardus",10
"bernie",62
"berns",3
"bernstein",43
"berra",28
"berries",104
"berry",166
"bert",20
"berth",52
"bertha",9
"bertie",5
"bertrand",11
"beset",15
"beside",156
"besides",491
"bespoke",17
"bess",15
"best",10017
"bested",19
"bestie",52
"besting",6
"bestkept",7
"bestow",13
"bestowed",25
"bests",7
"bestseller",27
"bestsellers",10
"bestselling",47
"bet",853
"beta",127
"betacarotene",4
"betcha",11
"beth",124
"bethany",30
"bethel",18
"bethesda",25
"bethlehem",24
"bethune",4
"betray",20
"betrayal",29
"betrayed",44
"betraying",6
"betrays",8
"bets",47
"betsey",10
"betsy",40
"bette",9
"better",8550
"betti",3
"betting",92
"betty",152
"bettys",9
"bev",20
"beverage",123
"beverages",91
"beverly",120
"bevis",4
"beware",87
"bewildered",9
"bewilderment",9
"bewitched",6
"bewitching",3
"beyonce",63
"beyond",1172
"bff",92
"bgs",7
"bhopal",3
"bhp",6
"bhs",7
"bhutan",7
"bianca",30
"bias",104
"biased",79
"bib",17
"bibby",10
"bible",335
"bibles",18
"biblical",61
"biblically",6
"bibliography",10
"bibs",5
"bic",7
"bicentennial",8
"biceps",18
"bickering",15
"bicycle",155
"bicycles",39
"bicycling",24
"bicyclist",8
"bicyclists",16
"bid",337
"bidder",27
"bidders",22
"bidding",77
"biddy",5
"biden",108
"bidens",15
"biding",4
"bids",78
"bieber",325
"biebers",28
"bien",9
"biennial",11
"bier",12
"biersch",6
"big",7963
"bigass",6
"bigelow",8
"biggame",6
"bigger",798
"biggest",1289
"biggie",56
"biggies",8
"bigotry",29
"bigs",25
"bigscreen",16
"bigtime",43
"bike",659
"biker",21
"bikers",29
"bikes",139
"biking",106
"bikini",60
"bikinis",23
"bikram",17
"bil",8
"bilal",5
"bilateral",6
"bilbao",9
"bile",15
"bilingual",22
"bill",2443
"billboard",83
"billboards",42
"billed",56
"billiards",10
"billie",23
"billing",64
"billings",17
"billion",1550
"billionaire",58
"billionaires",23
"billions",132
"bills",720
"billy",242
"billys",11
"biloxi",5
"biltmore",10
"bin",310
"binary",12
"bind",33
"binder",42
"binders",10
"binding",103
"bindings",6
"binds",9
"bing",83
"binge",39
"bingham",13
"binghamton",8
"bingo",84
"binoche",4
"binoculars",17
"bins",61
"bio",175
"biochemistry",9
"biodegradable",6
"biodiversity",7
"biofuels",16
"biographer",11
"biographical",9
"biographies",13
"biography",70
"biological",80
"biology",78
"biomass",11
"biomedical",18
"biopic",10
"biopsy",21
"bios",15
"biotech",18
"biotechnology",20
"bioware",6
"bipartisan",104
"bipartisanship",11
"bipolar",78
"birch",42
"bird",510
"birdbath",4
"birdie",55
"birdies",36
"birding",23
"birds",492
"birdseye",4
"birdsong",7
"birmingham",82
"birth",561
"birthday",3258
"birthdays",109
"birthing",23
"birthplace",31
"birthright",15
"births",40
"biryani",5
"biscotti",18
"biscuit",70
"biscuits",91
"bisexual",23
"bishop",143
"bishops",57
"bismarck",11
"bison",20
"bisque",18
"biss",4
"bistro",90
"bistros",10
"bit",3716
"bitches",425
"bite",344
"bites",146
"bitesize",9
"biting",75
"bitly",146
"bits",272
"bitten",31
"bitter",285
"bitterly",14
"bitterness",70
"bitters",41
"bittersweet",73
"bitty",30
"bitz",4
"biweekly",5
"bixby",8
"biz",240
"bizarre",135
"bizarrely",10
"bizarro",5
"bjork",8
"bjorn",10
"bjs",14
"blabbering",5
"black",3362
"blackberries",28
"blackberry",136
"blackbird",20
"blackbirds",15
"blackboard",36
"blackburn",31
"blacked",25
"blacken",5
"blackened",31
"blacker",5
"blackeyed",10
"blackhawk",5
"blackhawks",43
"blackie",3
"blackjack",18
"blackmail",10
"blackmon",56
"blackness",14
"blackout",50
"blackouts",12
"blacks",136
"blackthorn",7
"blacktop",6
"blackwell",16
"bladder",59
"blade",87
"blades",43
"blah",248
"blaine",38
"blair",82
"blairs",5
"blaise",11
"blake",253
"blakes",17
"blakeslee",4
"blame",589
"blamed",130
"blames",30
"blaming",70
"blanc",55
"blanchard",15
"blanche",16
"blanco",26
"bland",42
"blank",182
"blanked",7
"blanket",203
"blanketed",12
"blankets",73
"blanks",25
"blaring",26
"blasphemous",3
"blast",485
"blasted",57
"blasters",3
"blasting",108
"blasts",25
"blatant",27
"blatantly",23
"blathering",3
"blaze",78
"blazed",10
"blazer",55
"blazers",597
"blazing",30
"bleach",35
"bleached",23
"bleacher",9
"bleachers",27
"bleak",60
"blearyeyed",5
"bled",23
"bledsoe",18
"bleed",64
"bleeding",121
"bleeds",18
"bleep",9
"bleeping",6
"blemish",8
"blend",301
"blended",101
"blender",88
"blending",65
"blends",44
"bless",417
"blessed",638
"blessing",236
"blessings",192
"bleu",24
"blew",234
"blimp",10
"blind",333
"blinded",22
"blinding",22
"blindly",23
"blindness",21
"blinds",35
"blindside",7
"blindsided",16
"bling",75
"blink",55
"blinked",14
"blinker",4
"blinking",17
"blinks",7
"blip",11
"blips",5
"bliss",119
"blissful",19
"blissfully",13
"blister",23
"blistered",13
"blistering",21
"blisters",24
"blitz",38
"blitzed",3
"blitzer",10
"blizzard",53
"blizzarding",3
"blm",10
"bloat",4
"bloated",28
"bloating",7
"blob",13
"bloc",23
"bloch",4
"block",1211
"blockade",9
"blockages",7
"blockbuster",55
"blocked",245
"blocker",25
"blocking",140
"blocks",372
"blog",3183
"blogged",60
"blogger",323
"bloggers",240
"blogging",445
"blogosphere",30
"blogs",509
"blond",60
"blonde",165
"blondes",20
"blondies",6
"blood",1133
"blooded",8
"bloodhounds",4
"bloodied",12
"bloodshot",9
"bloodstream",11
"bloodsucking",6
"bloodthirsty",8
"bloodwork",7
"bloody",230
"bloom",140
